timestamp,fused_score,hive_status,alert_flag
2026-01-26 23:00:00,0.039477852772145515,Healthy,0
2026-01-26 23:10:00,0.041298294441992275,Healthy,0
2026-01-26 23:20:00,0.041677308984415455,Healthy,0
2026-01-26 23:30:00,0.041004091872062345,Healthy,0
2026-01-26 23:40:00,0.041235735533549076,Healthy,0
2026-01-26 23:50:00,0.04143371283730809,Healthy,0
2026-01-27 00:00:00,0.0419855975431429,Healthy,0
2026-01-27 00:10:00,0.04023874016219835,Healthy,0
2026-01-27 00:20:00,0.038167807347469586,Healthy,0
2026-01-27 00:30:00,0.039177427732889035,Healthy,0
2026-01-27 00:40:00,0.04319209150503016,Healthy,0
2026-01-27 00:50:00,0.037968772663180314,Healthy,0
2026-01-27 01:00:00,0.0398854753311797,Healthy,0
2026-01-27 01:10:00,0.0403188182032717,Healthy,0
2026-01-27 01:20:00,0.040271698407728755,Healthy,0
2026-01-27 01:30:00,0.04060803309666466,Healthy,0
2026-01-27 01:40:00,0.03880462715231599,Healthy,0
2026-01-27 01:50:00,0.040769355168617426,Healthy,0
2026-01-27 02:00:00,0.03888376650722447,Healthy,0
2026-01-27 02:10:00,0.04239218684729714,Healthy,0
2026-01-27 02:20:00,0.03922948744253607,Healthy,0
2026-01-27 02:30:00,0.040701681616145576,Healthy,0
2026-01-27 02:40:00,0.04028026789846119,Healthy,0
2026-01-27 02:50:00,0.04080652161350965,Healthy,0
2026-01-27 03:00:00,0.038108078233831034,Healthy,0
2026-01-27 03:10:00,0.03983675450293836,Healthy,0
2026-01-27 03:20:00,0.03946990270314473,Healthy,0
2026-01-27 03:30:00,0.040112283668794865,Healthy,0
2026-01-27 03:40:00,0.03851843458202046,Healthy,0
2026-01-27 03:50:00,0.03860844153058766,Healthy,0
2026-01-27 04:00:00,0.038878232495301285,Healthy,0
2026-01-27 04:10:00,0.040049819928815324,Healthy,0
2026-01-27 04:20:00,0.03964585487640903,Healthy,0
2026-01-27 04:30:00,0.03804390740311857,Healthy,0
2026-01-27 04:40:00,0.03925359334769936,Healthy,0
2026-01-27 04:50:00,0.037375118964848845,Healthy,0
2026-01-27 05:00:00,0.039763464218528506,Healthy,0
2026-01-27 05:10:00,0.03943055449870333,Healthy,0
2026-01-27 05:20:00,0.03931530353777741,Healthy,0
2026-01-27 05:30:00,0.040434722579170884,Healthy,0
2026-01-27 05:40:00,0.04011409289669433,Healthy,0
2026-01-27 05:50:00,0.03828529181409861,Healthy,0
2026-01-27 06:00:00,0.03938027790393256,Healthy,0
2026-01-27 06:10:00,0.039241839299176635,Healthy,0
2026-01-27 06:20:00,0.03926404534384283,Healthy,0
2026-01-27 06:30:00,0.0400579860497154,Healthy,0
2026-01-27 06:40:00,0.03947052350088748,Healthy,0
2026-01-27 06:50:00,0.03780231114017984,Healthy,0
2026-01-27 07:00:00,0.03726142564827995,Healthy,0
2026-01-27 07:10:00,0.040427994931999986,Healthy,0
2026-01-27 07:20:00,0.03842279658035695,Healthy,0
2026-01-27 07:30:00,0.037993929969638504,Healthy,0
2026-01-27 07:40:00,0.041932475011497404,Healthy,0
2026-01-27 07:50:00,0.04080742492906442,Healthy,0
2026-01-27 08:00:00,0.04016834952485416,Healthy,0
2026-01-27 08:10:00,0.038750343002838875,Healthy,0
2026-01-27 08:20:00,0.040700647242939515,Healthy,0
2026-01-27 08:30:00,0.039418423660920965,Healthy,0
2026-01-27 08:40:00,0.03926129489933899,Healthy,0
2026-01-27 08:50:00,0.03924590053380319,Healthy,0
2026-01-27 09:00:00,0.04045323219492987,Healthy,0
2026-01-27 09:10:00,0.04170689789710925,Healthy,0
2026-01-27 09:20:00,0.03789991194710148,Healthy,0
2026-01-27 09:30:00,0.03972151619816532,Healthy,0
2026-01-27 09:40:00,0.04007593786417426,Healthy,0
2026-01-27 09:50:00,0.03987812108743937,Healthy,0
2026-01-27 10:00:00,0.04041729587819204,Healthy,0
2026-01-27 10:10:00,0.043886453270971675,Healthy,0
2026-01-27 10:20:00,0.04017055393416474,Healthy,0
2026-01-27 10:30:00,0.04660039005205917,Healthy,0
2026-01-27 10:40:00,0.042510619582744304,Healthy,0
2026-01-27 10:50:00,0.03965566410255452,Healthy,0
2026-01-27 11:00:00,0.04237654575136351,Healthy,0
2026-01-27 11:10:00,0.040541352252105645,Healthy,0
2026-01-27 11:20:00,0.041024562536828776,Healthy,0
2026-01-27 11:30:00,0.04150774046781317,Healthy,0
2026-01-27 11:40:00,0.04235145498505001,Healthy,0
2026-01-27 11:50:00,0.04043618462314584,Healthy,0
2026-01-27 12:00:00,0.04037595245872976,Healthy,0
2026-01-27 12:10:00,0.0416819589376201,Healthy,0
2026-01-27 12:20:00,0.04036632295862058,Healthy,0
2026-01-27 12:30:00,0.03746200396813637,Healthy,0
2026-01-27 12:40:00,0.03971347106017779,Healthy,0
2026-01-27 12:50:00,0.04169109778516837,Healthy,0
2026-01-27 13:00:00,0.037444588047460904,Healthy,0
2026-01-27 13:10:00,0.040493408122460765,Healthy,0
2026-01-27 13:20:00,0.040602699680780056,Healthy,0
2026-01-27 13:30:00,0.04076207721928269,Healthy,0
2026-01-27 13:40:00,0.0407933516896082,Healthy,0
2026-01-27 13:50:00,0.039263533221448904,Healthy,0
2026-01-27 14:00:00,0.04039581323367631,Healthy,0
2026-01-27 14:10:00,0.03780794809548236,Healthy,0
2026-01-27 14:20:00,0.04114667645803956,Healthy,0
2026-01-27 14:30:00,0.040243707299928946,Healthy,0
2026-01-27 14:40:00,0.04146128671991378,Healthy,0
2026-01-27 14:50:00,0.04080421219071298,Healthy,0
2026-01-27 15:00:00,0.04063683287773794,Healthy,0
2026-01-27 15:10:00,0.039756309669299994,Healthy,0
2026-01-27 15:20:00,0.04019791783147358,Healthy,0
2026-01-27 15:30:00,0.03862044376762362,Healthy,0
2026-01-27 15:40:00,0.03986334223821049,Healthy,0
2026-01-27 15:50:00,0.038032414298192575,Healthy,0
2026-01-27 16:00:00,0.038115008714432574,Healthy,0
2026-01-27 16:10:00,0.039941319255071946,Healthy,0
2026-01-27 16:20:00,0.03891987233909252,Healthy,0
2026-01-27 16:30:00,0.039468539526290765,Healthy,0
2026-01-27 16:40:00,0.0389762807766669,Healthy,0
2026-01-27 16:50:00,0.038618259695171644,Healthy,0
2026-01-27 17:00:00,0.037586156190813534,Healthy,0
2026-01-27 17:10:00,0.039062404096172836,Healthy,0
2026-01-27 17:20:00,0.03854732153632649,Healthy,0
2026-01-27 17:30:00,0.0386193542801905,Healthy,0
2026-01-27 17:40:00,0.03959687776894431,Healthy,0
2026-01-27 17:50:00,0.04018390199657104,Healthy,0
2026-01-27 18:00:00,0.038202372731055895,Healthy,0
2026-01-27 18:10:00,0.03936625693290233,Healthy,0
2026-01-27 18:20:00,0.03824063286045155,Healthy,0
2026-01-27 18:30:00,0.03975494026966428,Healthy,0
2026-01-27 18:40:00,0.041025067040936704,Healthy,0
2026-01-27 18:50:00,0.038519035394922296,Healthy,0
2026-01-27 19:00:00,0.03779854430445936,Healthy,0
2026-01-27 19:10:00,0.03820062256472149,Healthy,0
2026-01-27 19:20:00,0.04009924395017177,Healthy,0
2026-01-27 19:30:00,0.03913857812187241,Healthy,0
2026-01-27 19:40:00,0.038735385149518624,Healthy,0
2026-01-27 19:50:00,0.04092870493406233,Healthy,0
2026-01-27 20:00:00,0.041311407470709514,Healthy,0
2026-01-27 20:10:00,0.03995832814050233,Healthy,0
2026-01-27 20:20:00,0.03935951058957417,Healthy,0
2026-01-27 20:30:00,0.04088950545816799,Healthy,0
2026-01-27 20:40:00,0.039531118429411254,Healthy,0
2026-01-27 20:50:00,0.0394503932543951,Healthy,0
2026-01-27 21:00:00,0.04034990711798675,Healthy,0
