timestamp,fused_score,hive_status,alert_flag
2026-02-14 00:00:00,0.072368,Mild Infestation,0
2026-02-14 00:10:00,0.066242,Mild Infestation,0
2026-02-14 00:20:00,0.069922,Mild Infestation,0
2026-02-14 00:30:00,0.070317,Mild Infestation,0
2026-02-14 00:40:00,0.051792,Mild Infestation,0
2026-02-14 00:50:00,0.072381,Mild Infestation,0
2026-02-14 01:00:00,0.080852,Mild Infestation,0
2026-02-14 01:10:00,0.072471,Mild Infestation,0
2026-02-14 01:20:00,0.063655,Mild Infestation,0
2026-02-14 01:30:00,0.073468,Mild Infestation,0
2026-02-14 01:40:00,0.076089,Mild Infestation,0
2026-02-14 01:50:00,0.072968,Mild Infestation,0
2026-02-14 02:00:00,0.069605,Mild Infestation,0
2026-02-14 02:10:00,0.06875,Mild Infestation,0
2026-02-14 02:20:00,0.068875,Mild Infestation,0
2026-02-14 02:30:00,0.074684,Mild Infestation,0
2026-02-14 02:40:00,0.062195,Mild Infestation,0
2026-02-14 02:50:00,0.068542,Mild Infestation,0
2026-02-14 03:00:00,0.080477,Mild Infestation,0
2026-02-14 03:10:00,0.080833,Mild Infestation,0
2026-02-14 03:20:00,0.062279,Mild Infestation,0
2026-02-14 03:30:00,0.064472,Mild Infestation,0
2026-02-14 03:40:00,0.069745,Mild Infestation,0
2026-02-14 03:50:00,0.076825,Mild Infestation,0
2026-02-14 04:00:00,0.060599,Mild Infestation,0
2026-02-14 04:10:00,0.071323,Mild Infestation,0
2026-02-14 04:20:00,0.068889,Mild Infestation,0
2026-02-14 04:30:00,0.079764,Mild Infestation,0
2026-02-14 04:40:00,0.061814,Mild Infestation,0
2026-02-14 04:50:00,0.072491,Mild Infestation,0
2026-02-14 05:00:00,0.069627,Mild Infestation,0
2026-02-14 05:10:00,0.080853,Mild Infestation,0
2026-02-14 05:20:00,0.075659,Mild Infestation,0
2026-02-14 05:30:00,0.068588,Mild Infestation,0
2026-02-14 05:40:00,0.077247,Mild Infestation,0
2026-02-14 05:50:00,0.069809,Mild Infestation,0
2026-02-14 06:00:00,0.078146,Mild Infestation,0
2026-02-14 06:10:00,0.070728,Mild Infestation,0
2026-02-14 06:20:00,0.078471,Mild Infestation,0
2026-02-14 06:30:00,0.074745,Mild Infestation,0
2026-02-14 06:40:00,0.091669,Mild Infestation,0
2026-02-14 06:50:00,0.071759,Mild Infestation,0
2026-02-14 07:00:00,0.074336,Mild Infestation,0
2026-02-14 07:10:00,0.069118,Mild Infestation,0
2026-02-14 07:20:00,0.071958,Mild Infestation,0
2026-02-14 07:30:00,0.055672,Mild Infestation,0
2026-02-14 07:40:00,0.07461,Mild Infestation,0
2026-02-14 07:50:00,0.079801,Mild Infestation,0
2026-02-14 08:00:00,0.074044,Mild Infestation,0
2026-02-14 08:10:00,0.063695,Mild Infestation,0
2026-02-14 08:20:00,0.066674,Mild Infestation,0
2026-02-14 08:30:00,0.056805,Mild Infestation,0
2026-02-14 08:40:00,0.077154,Mild Infestation,0
2026-02-14 08:50:00,0.065131,Mild Infestation,0
2026-02-14 09:00:00,0.070881,Mild Infestation,0
2026-02-14 09:10:00,0.070009,Mild Infestation,0
2026-02-14 09:20:00,0.079731,Mild Infestation,0
2026-02-14 09:30:00,0.071184,Mild Infestation,0
2026-02-14 09:40:00,0.075389,Mild Infestation,0
2026-02-14 09:50:00,0.073674,Mild Infestation,0
2026-02-14 10:00:00,0.078407,Mild Infestation,0
2026-02-14 10:10:00,0.068666,Mild Infestation,0
2026-02-14 10:20:00,0.081167,Mild Infestation,0
2026-02-14 10:30:00,0.057879,Mild Infestation,0
2026-02-14 10:40:00,0.07478,Mild Infestation,0
2026-02-14 10:50:00,0.064274,Mild Infestation,0
2026-02-14 11:00:00,0.066354,Mild Infestation,0
2026-02-14 11:10:00,0.072561,Mild Infestation,0
2026-02-14 11:20:00,0.072346,Mild Infestation,0
2026-02-14 11:30:00,0.089656,Mild Infestation,0
2026-02-14 11:40:00,0.077531,Mild Infestation,0
2026-02-14 11:50:00,0.094372,Mild Infestation,0
2026-02-14 12:00:00,0.080104,Mild Infestation,0
2026-02-14 12:10:00,0.080734,Mild Infestation,0
2026-02-14 12:20:00,0.088995,Mild Infestation,0
2026-02-14 12:30:00,0.083278,Mild Infestation,0
2026-02-14 12:40:00,0.086679,Mild Infestation,0
2026-02-14 12:50:00,0.071723,Mild Infestation,0
2026-02-14 13:00:00,0.086203,Mild Infestation,0
2026-02-14 13:10:00,0.085641,Mild Infestation,0
2026-02-14 13:20:00,0.081114,Mild Infestation,0
2026-02-14 13:30:00,0.07157,Mild Infestation,0
2026-02-14 13:40:00,0.082582,Mild Infestation,0
2026-02-14 13:50:00,0.083482,Mild Infestation,0
2026-02-14 14:00:00,0.081354,Mild Infestation,0
2026-02-14 14:10:00,0.072396,Mild Infestation,0
2026-02-14 14:20:00,0.09284,Mild Infestation,0
2026-02-14 14:30:00,0.079302,Mild Infestation,0
2026-02-14 14:40:00,0.08167,Mild Infestation,0
2026-02-14 14:50:00,0.068419,Mild Infestation,0
2026-02-14 15:00:00,0.092324,Mild Infestation,0
2026-02-14 15:10:00,0.079839,Mild Infestation,0
2026-02-14 15:20:00,0.083118,Mild Infestation,0
2026-02-14 15:30:00,0.089146,Mild Infestation,0
2026-02-14 15:40:00,0.078265,Mild Infestation,0
2026-02-14 15:50:00,0.08801,Mild Infestation,0
2026-02-14 16:00:00,0.069776,Mild Infestation,0
2026-02-14 16:10:00,0.08537,Mild Infestation,0
2026-02-14 16:20:00,0.091424,Mild Infestation,0
2026-02-14 16:30:00,0.078442,Mild Infestation,0
2026-02-14 16:40:00,0.088579,Mild Infestation,0
2026-02-14 16:50:00,0.092817,Mild Infestation,0
2026-02-14 17:00:00,0.08024,Mild Infestation,0
2026-02-14 17:10:00,0.079707,Mild Infestation,0
2026-02-14 17:20:00,0.076312,Mild Infestation,0
2026-02-14 17:30:00,0.078621,Mild Infestation,0
2026-02-14 17:40:00,0.076773,Mild Infestation,0
2026-02-14 17:50:00,0.076263,Mild Infestation,0
2026-02-14 18:00:00,0.088851,Mild Infestation,0
2026-02-14 18:10:00,0.076926,Mild Infestation,0
2026-02-14 18:20:00,0.083233,Mild Infestation,0
2026-02-14 18:30:00,0.081934,Mild Infestation,0
2026-02-14 18:40:00,0.090724,Mild Infestation,0
2026-02-14 18:50:00,0.078755,Mild Infestation,0
2026-02-14 19:00:00,0.084106,Mild Infestation,0
2026-02-14 19:10:00,0.086619,Mild Infestation,0
2026-02-14 19:20:00,0.090871,Mild Infestation,0
2026-02-14 19:30:00,0.092021,Mild Infestation,0
2026-02-14 19:40:00,0.091495,Mild Infestation,0
2026-02-14 19:50:00,0.088913,Mild Infestation,0
2026-02-14 20:00:00,0.108789,Mild Infestation,0
2026-02-14 20:10:00,0.103773,Mild Infestation,0
2026-02-14 20:20:00,0.095314,Mild Infestation,0
2026-02-14 20:30:00,0.107263,Mild Infestation,0
2026-02-14 20:40:00,0.095177,Mild Infestation,0
2026-02-14 20:50:00,0.100254,Mild Infestation,0
2026-02-14 21:00:00,0.096093,Mild Infestation,0
2026-02-14 21:10:00,0.098549,Mild Infestation,0
2026-02-14 21:20:00,0.098048,Mild Infestation,0
2026-02-14 21:30:00,0.093888,Mild Infestation,0
2026-02-14 21:40:00,0.103138,Mild Infestation,0
2026-02-14 21:50:00,0.101028,Mild Infestation,0
2026-02-14 22:00:00,0.103052,Mild Infestation,0
2026-02-14 22:10:00,0.098964,Mild Infestation,0
2026-02-14 22:20:00,0.091764,Mild Infestation,0
2026-02-14 22:30:00,0.107624,Mild Infestation,0
2026-02-14 22:40:00,0.095959,Mild Infestation,0
2026-02-14 22:50:00,0.099888,Mild Infestation,0
2026-02-14 23:00:00,0.101688,Mild Infestation,0
2026-02-14 23:10:00,0.100193,Mild Infestation,0
2026-02-14 23:20:00,0.103717,Mild Infestation,0
2026-02-14 23:30:00,0.104841,Mild Infestation,0
2026-02-14 23:40:00,0.09723,Mild Infestation,0
